Dish_Name,name,city_state,stars,Sentiment,longitude,latitude,Avg_Sentiment,Avg_Rating,zip_code
aloo tikki,India Masala,"LAS VEGAS, NV",4.0,0.7423,-115.170021057129,36.1253966874048,Good,4,89117
aloo tikki,India Palace,"LAS VEGAS, NV",4.0,0.96092,-115.151852,36.121237,Excellent,4,89109
aloo tikki,Maharani Restaurant,"MADISON, WI",4.0,0.9957,-89.3888272,43.0717393,Excellent,4,53703
aloo tikki,Mantra Masala,"LAS VEGAS, NV",4.0,0.9736,-115.277455,36.056242,Excellent,4,89113
aloo tikki,Mount Everest India's Cuisine,"LAS VEGAS, NV",4.0,0.7672,-115.189818,36.143955,Good,4,89102
aloo tikki,Nandini Indian Cuisine,"TEMPE, AZ",4.0,0.9734,-111.9075196,33.406601,Excellent,4,85282
aloo tikki,New India Bazaar,"PHOENIX, AZ",4.0,0.9843,-112.065637,33.476084,Excellent,4,85004
aloo tikki,Taj Palace,"HENDERSON, NV",4.0,0.9866,-115.118684,36.01658,Excellent,4,89193
aloo tikki,Tandoori Times 2 Indian Bistro,"GLENDALE, AZ",4.0,0.9895,-112.179954,33.6393732,Excellent,4,85308
aloo tikki,Kabab Palace,"TEMPE, AZ",5.0,0.9948,-111.947591,33.349676,Excellent,5,85284
aloo tikki,Swad,"MONONA, WI",5.0,0.9015,-89.3257521495567,43.0536515866568,Excellent,5,53708
aloo tikki,Tamba Indian Cuisine & Lounge,"LAS VEGAS, NV",5.0,0.9359,-115.17204,36.106542,Excellent,5,89158
alu gobi,Bay Leaf Cafe,"CHANDLER, AZ",4.0,0.9645,-111.857016,33.2324569,Excellent,4,85248
alu gobi,Jewel of the Crown,"SCOTTSDALE, AZ",5.0,0.9701,-111.9240917,33.4922033,Excellent,5,85251
avial,Chutney's Indian Cuisine,"TEMPE, AZ",4.0,0.9915,-111.908622741699,33.3774032592773,Excellent,4,85283
avial,India Masala Bar & Grill,"LAS VEGAS, NV",5.0,0.9936,-115.141869,36.115142,Excellent,5,89119
barfi,Rani's World Foods,"LAS VEGAS, NV",5.0,0.9214,-115.202312,36.143923,Excellent,5,89102
bhaji,Kebab Mahal,"EDINBURGH, EDH",1.0,0.5057,-3.1859746,55.9461421,Neutral,1,EH8 9BH
bhaji,Mantra Masala,"LAS VEGAS, NV",2.0,0.9736,-115.277455,36.056242,Excellent,2,89113
bhaji,Bindi,"EDINBURGH, MLN",3.0,0.9192,-3.1842085,55.9434369,Excellent,3,EH8 9ET
bhaji,Chutney's Indian Cuisine,"TEMPE, AZ",3.0,0.9721,-111.908622741699,33.3774032592773,Excellent,3,85283
bhaji,Indian Paradise,"SCOTTSDALE, AZ",3.0,0.9982,-111.904171575451,33.6222859533147,Excellent,3,85260
bhaji,Madras Ananda Bhavan,"PHOENIX, AZ",3.0,0.7233,-112.0121148,33.6391935,Good,3,85032
bhaji,Tandoori Times Indian Bistro,"SCOTTSDALE, AZ",3.0,0.99095,-111.900456296182,33.5552118623002,Excellent,3,85258
bhaji,The Cholas,"EDINBURGH, EDH",3.0,0.9896,-3.182173399999999,55.9418647,Excellent,3,EH8 9JQ
bhaji,Mint Indian Bistro,"LAS VEGAS, NV",3.3333333333333335,0.9498333333333333,-115.147404670715,36.1148754728254,Excellent,4,89154
bhaji,Bombay Bicycle Club,"EDINBURGH, EDH",4.0,0.9936,-3.2008646,55.9426005,Excellent,4,EH3 9JX
bhaji,Noor Indian Takeaway,"EDINBURGH, EDH",4.0,0.9208,-3.1806627,55.9401001,Excellent,4,EH8 9PS
bhaji,Pastries N Chaat,"PHOENIX, AZ",4.0,0.9422,-111.9947311,33.6417888,Excellent,4,85032
bhaji,Royal India Bistro,"LAS VEGAS, NV",4.0,0.9718,-115.186442,36.118699,Excellent,4,89103
bhaji,The Clay Oven,"EDINBURGH, EDH",4.0,0.9834,-3.2095185,55.9321755,Excellent,4,EH10 4BE
bhaji,Woodlands Vegetarian South Indian Kitchen,"CHANDLER, AZ",4.0,0.81965,-111.9274727,33.321378,Excellent,4,85226
bhaji,India Palace,"LAS VEGAS, NV",5.0,0.988,-115.151852,36.121237,Excellent,5,89109
bhaji,Mother India's Cafe,"EDINBURGH, EDH",5.0,0.9506,-3.1859369,55.9480417,Excellent,5,EH1 1LT
bhatura,Bay Leaf Cafe,"CHANDLER, AZ",2.0,0.4911,-111.857016,33.2324569,Neutral,2,85248
bhatura,Curry Garden,"GILBERT, AZ",4.0,0.9925,-111.8223441,33.3492557,Excellent,4,85233
bhatura,Jewel of the Crown,"SCOTTSDALE, AZ",4.0,0.9773,-111.9240917,33.4922033,Excellent,4,85251
bhatura,The Dhaba,"TEMPE, AZ",4.0,0.9852,-111.905131,33.414938,Excellent,4,85287
bhatura,Minerva Indian Cuisine,"MADISON, WI",5.0,0.9888,-89.5244802753937,43.0714329015986,Excellent,5,53717
bhatura,Mint Indian Bistro,"LAS VEGAS, NV",5.0,0.8011,-115.147404670715,36.1148754728254,Excellent,5,89154
bhatura,Udupi Indian Veg & Vegan Cuisine,"TEMPE, AZ",5.0,0.9791,-111.9270204,33.4480659,Excellent,5,85281
bhindi masala,India Palace,"PHOENIX, AZ",2.0,0.9276,-112.122304737568,33.6397283524275,Excellent,2,85053
bhindi masala,NASHA Indian Cuisine,"CHANDLER, AZ",3.0,0.9915,-111.877439,33.3350307,Excellent,3,85224
bhindi masala,Saffron Flavors of India,"LAS VEGAS, NV",3.0,0.7717,-115.250134,36.24172,Good,3,89130
bhindi masala,Tandoori Times Indian Bistro,"SCOTTSDALE, AZ",3.0,0.979,-111.900456296182,33.5552118623002,Excellent,3,85258
bhindi masala,Al Hamra,"SCOTTSDALE, AZ",4.0,0.9055,-111.888462,33.700033,Excellent,4,85255
bhindi masala,Gandhi India's Cuisine,"LAS VEGAS, NV",4.0,0.9524,-115.152727,36.11516,Excellent,4,89109
bhindi masala,Indian Maharaja Palace,"GLENDALE, AZ",4.0,0.9117,-112.183988,33.6386895,Excellent,4,85308
bhindi masala,Tamba Indian Cuisine & Lounge,"LAS VEGAS, NV",4.0,0.9649,-115.17204,36.106542,Excellent,4,89158
bhindi masala,Tandoori Times 2 Indian Bistro,"GLENDALE, AZ",4.0,0.9743,-112.179954,33.6393732,Excellent,4,85308
bhindi masala,India Palace,"LAS VEGAS, NV",4.5,0.967425,-115.151852,36.121237,Excellent,5,89109
bhindi masala,Origin India Restaurant & Bar,"LAS VEGAS, NV",4.5,0.9893000000000001,-115.151261,36.108898,Excellent,5,89169
bhindi masala,India Garden,"AVONDALE, AZ",5.0,0.9956,-112.3407907,33.4680145,Excellent,5,85392
bhindi masala,Kebab Mahal,"EDINBURGH, EDH",5.0,0.9872,-3.1859746,55.9461421,Excellent,5,EH8 9BH
bhindi masala,Passage To India,"TEMPE, AZ",5.0,0.8122,-111.9277331,33.3486761,Excellent,5,85284
bhindi masala,Taj Indian Restaurant,"MADISON, WI",5.0,0.9985,-89.3959319,43.0532271,Excellent,5,53715
biryani,India Masala Bar & Grill,"LAS VEGAS, NV",2.0,0.05395,-115.141869,36.115142,Very Poor,2,89119
biryani,Gandhi India's Cuisine,"LAS VEGAS, NV",2.5,0.762,-115.152727,36.11516,Good,3,89109
biryani,Jewel of the Crown,"SCOTTSDALE, AZ",2.6666666666666665,0.6366333333333333,-111.9240917,33.4922033,Good,3,85251
biryani,Aachi Southindian Kitchen,"TEMPE, AZ",3.0,0.9895,-111.944757559011,33.3487509109657,Excellent,3,85284
biryani,Al Hamra,"SCOTTSDALE, AZ",3.0,0.8855,-111.888462,33.700033,Excellent,3,85255
biryani,Delhi Palace Cuisine of India,"TEMPE, AZ",3.0,0.9935666666666667,-111.924806,33.42135,Excellent,3,85281
biryani,India Palace,"PHOENIX, AZ",3.0,0.5779333333333333,-112.122304737568,33.6397283524275,Neutral,3,85053
biryani,Indian Delhi Palace,"PHOENIX, AZ",3.0,0.8388166666666667,-111.9718284,33.4657562,Excellent,3,85008
biryani,Chennai Chettinaad Palace,"PHOENIX, AZ",3.2,0.87762,-112.12034780000002,33.640419,Excellent,4,85053
biryani,Bay Leaf Cafe,"CHANDLER, AZ",3.25,0.5076499999999999,-111.857016,33.2324569,Neutral,4,85248
biryani,Indian Maharaja Palace,"GLENDALE, AZ",3.6666666666666665,0.8877333333333333,-112.183988,33.6386895,Excellent,4,85308
biryani,Guru Palace,"MESA, AZ",3.75,0.8296,-111.787222,33.381412,Excellent,4,85204
biryani,Chutney's Indian Cuisine,"TEMPE, AZ",3.8,0.48505000000000004,-111.90862274169902,33.3774032592773,Neutral,4,85283
biryani,Bawarchi Indian Cuisine,"PHOENIX, AZ",3.823529411764706,0.8411823529411765,-112.004267,33.640223,Excellent,4,85032
biryani,Curry Corner,"TEMPE, AZ",3.9285714285714284,0.6695214285714286,-111.9199826,33.4153102,Good,4,85281
biryani,Bombay Bicycle Club,"EDINBURGH, EDH",4.0,0.9936,-3.2008646,55.9426005,Excellent,4,EH3 9JX
biryani,Haweli Indian Grill & Bar,"SCOTTSDALE, AZ",4.0,0.995,-111.9290887,33.5825378,Excellent,4,85254
biryani,India Oven,"LAS VEGAS, NV",4.0,0.995,-115.15464,36.1443942,Excellent,4,89104
biryani,Indian Paradise,"SCOTTSDALE, AZ",4.333333333333333,0.9946,-111.904171575451,33.6222859533147,Excellent,5,85260
biryani,Delhi Indian Cuisine,"LAS VEGAS, NV",4.4,0.9663700000000001,-115.13774229999999,36.1152062,Excellent,5,89154
biryani,India Palace,"LAS VEGAS, NV",4.6,0.9656,-115.151852,36.121237,Excellent,5,89109
biryani,Dhaba Indian Bistro,"MIDDLETON, WI",5.0,0.89735,-89.526448,43.089673,Excellent,5,53717
biryani,Flavors of India,"PHOENIX, AZ",5.0,0.9009499999999999,-112.0470936,33.5026383,Excellent,5,85016
biryani,India Oven,"MESA, AZ",5.0,0.9636,-111.7880553,33.3916626,Excellent,5,85204
bisi bele bath,India Masala Bar & Grill,"LAS VEGAS, NV",4.0,0.8355,-115.141869,36.115142,Excellent,4,89119
bonda,Udupi Indian Veg & Vegan Cuisine,"TEMPE, AZ",3.0,0.9892,-111.9270204,33.4480659,Excellent,3,85281
bonda,Karaikudi Palace,"SCOTTSDALE, AZ",4.0,0.9864,-111.8923957,33.582486,Excellent,4,85260
bonda,Woodlands Vegetarian South Indian Kitchen,"CHANDLER, AZ",5.0,0.9632,-111.9274727,33.321378,Excellent,5,85226
brown rice,Mint Indian Bistro,"LAS VEGAS, NV",3.0,0.9667,-115.147404670715,36.1148754728254,Excellent,3,89154
brown rice,Bombay Spice Grill,"PHOENIX, AZ",4.0,0.9301,-111.9794097,33.5984581,Excellent,4,85254
brown rice,Imans,"EDINBURGH, EDH",4.0,0.9979,-3.2040497,55.9420482,Excellent,4,EH3 9NB
brown rice,Khyber Halal,"PHOENIX, AZ",4.5,0.99385,-112.0302179,33.4940035,Excellent,5,85016
brown rice,The Dhaba,"TEMPE, AZ",4.5,0.9814499999999999,-111.905131,33.414938,Excellent,5,85287
brown rice,Inchin Bamboo Garden,"PARADISE VALLEY, AZ",5.0,0.9758,-111.926234,33.575816,Excellent,5,85253
brown rice,Tandoori Times 2 Indian Bistro,"GLENDALE, AZ",5.0,0.9846,-112.179954,33.6393732,Excellent,5,85308
butter chicken,Guchhi Indian Seafood and Bar,"EDINBURGH, EDH",2.5,0.99105,-3.171253399999999,55.9765172,Excellent,3,EH6 6JA
butter chicken,Modern India Restaurant,"KITCHENER, ON",2.5,0.9435,-80.3965901,43.4073463,Excellent,3,N2P 3W6
butter chicken,Mayuri Palace,"PHOENIX, AZ",3.0,0.9246666666666666,-112.1116606,33.6401217,Excellent,3,85023
butter chicken,Gandhi India's Cuisine,"LAS VEGAS, NV",3.6666666666666665,0.9514333333333335,-115.15272699999998,36.11516,Excellent,4,89109
butter chicken,Flavors of India,"PHOENIX, AZ",3.8333333333333335,0.92335,-112.0470936,33.5026383,Excellent,4,85016
butter chicken,India Masala Bar & Grill,"LAS VEGAS, NV",3.8333333333333335,0.6717833333333334,-115.141869,36.115142,Good,4,89119
butter chicken,India Palace,"LAS VEGAS, NV",3.8333333333333335,0.9813999999999999,-115.151852,36.121237,Excellent,4,89109
butter chicken,Chutney's Indian Cuisine,"TEMPE, AZ",4.0,0.5198,-111.908622741699,33.3774032592773,Neutral,4,85283
butter chicken,Curry Corner,"TEMPE, AZ",4.0,0.9861,-111.9199826,33.4153102,Excellent,4,85281
butter chicken,Kabab Palace,"TEMPE, AZ",4.0,0.7831714285714285,-111.947591,33.349676,Good,4,85284
butter chicken,Kohinoor Cuisine of India,"TEMPE, AZ",4.0,0.7745,-111.9224971,33.4167741,Good,4,85287
butter chicken,Masala Bay Fine Indian Dining,"WATERLOO, ON",4.0,0.3846,-80.5219384,43.465772,Poor,4,N2J 2W7
butter chicken,Mint Indian Bistro,"LAS VEGAS, NV",4.0,0.9738249999999999,-115.147404670715,36.1148754728254,Excellent,4,89154
butter chicken,Indian Delhi Palace,"PHOENIX, AZ",4.25,0.9285749999999999,-111.9718284,33.4657562,Excellent,5,85008
butter chicken,India Masala,"LAS VEGAS, NV",4.428571428571429,0.9196285714285715,-115.170021057129,36.1253966874048,Excellent,5,89117
butter chicken,Curry Garden,"GILBERT, AZ",4.5,0.9324,-111.8223441,33.3492557,Excellent,5,85233
butter chicken,Haweli Indian Grill & Bar,"SCOTTSDALE, AZ",4.5,0.99065,-111.9290887,33.5825378,Excellent,5,85254
butter chicken,India Palace,"PHOENIX, AZ",4.5,0.8906499999999999,-112.122304737568,33.6397283524275,Excellent,5,85053
butter chicken,Mother India's Cafe,"EDINBURGH, EDH",4.666666666666667,0.9754333333333333,-3.1859369,55.9480417,Excellent,5,EH1 1LT
butter chicken,9 Cellars,"EDINBURGH, EDH",5.0,0.9975,-3.1917018,55.95603,Excellent,5,EH1 3EP
butter chicken,Bawarchi Indian Cuisine,"PHOENIX, AZ",5.0,0.9325,-112.004267,33.640223,Excellent,5,85032
butter chicken,Delhi Indian Cuisine,"LAS VEGAS, NV",5.0,0.9363,-115.1377423,36.1152062,Excellent,5,89154
butter chicken,Guru Palace,"MESA, AZ",5.0,0.9981,-111.787222,33.381412,Excellent,5,85204
butter chicken,Love India,"EDINBURGH, EDH",5.0,0.8584,-3.204712199999999,55.9450317,Excellent,5,EH3 9BH
chaat,Chennai Chettinaad Palace,"PHOENIX, AZ",1.0,0.9545,-112.1203478,33.640419,Excellent,1,85053
chaat,Maharaja Restaurant E Pt Plaza,"MADISON, WI",1.0,0.7204,-89.3124158,43.1222472,Good,1,53704
chaat,Minerva Indian Cuisine,"MADISON, WI",2.0,0.4404,-89.5244802753937,43.0714329015986,Neutral,2,53717
chaat,Mantra Masala,"LAS VEGAS, NV",3.0,0.9098,-115.277455,36.056242,Excellent,3,89113
chaat,New India Bazaar,"PHOENIX, AZ",3.8181818181818183,0.9141727272727272,-112.06563699999998,33.476084,Excellent,4,85004
chaat,Bindi,"EDINBURGH, MLN",4.0,0.8836,-3.1842085,55.9434369,Excellent,4,EH8 9ET
chaat,Curry Garden,"GILBERT, AZ",4.0,0.9431,-111.8223441,33.3492557,Excellent,4,85233
chaat,Delhi Palace Cuisine of India,"TEMPE, AZ",4.0,0.9649,-111.924806,33.42135,Excellent,4,85281
chaat,India Masala Bar & Grill,"LAS VEGAS, NV",4.0,0.9836333333333332,-115.141869,36.115142,Excellent,4,89119
chaat,India Oven,"LAS VEGAS, NV",4.0,0.8516,-115.15464,36.1443942,Excellent,4,89104
chaat,Indian Maharaja Palace,"GLENDALE, AZ",4.0,0.8625,-112.183988,33.6386895,Excellent,4,85308
chaat,Indian Paradise,"SCOTTSDALE, AZ",4.0,0.9921,-111.904171575451,33.6222859533147,Excellent,4,85260
chaat,Kabab Palace,"TEMPE, AZ",4.0,0.9983,-111.947591,33.349676,Excellent,4,85284
chaat,Kohinoor Cuisine of India,"TEMPE, AZ",4.0,0.832,-111.9224971,33.4167741,Excellent,4,85287
chaat,Maharani Restaurant,"MADISON, WI",4.0,0.986,-89.3888272,43.0717393,Excellent,4,53703
chaat,Mint Indian Bistro,"LAS VEGAS, NV",4.0,0.7949333333333334,-115.147404670715,36.1148754728254,Good,4,89154
chaat,Pastries N Chaat,"PHOENIX, AZ",4.333333333333333,0.8443333333333333,-111.99473110000001,33.6417888,Excellent,5,85032
chaat,Rani's World Foods,"LAS VEGAS, NV",4.75,0.97175,-115.202312,36.143923,Excellent,5,89102
chaat,India Oven,"MESA, AZ",5.0,0.9834,-111.7880553,33.3916626,Excellent,5,85204
chaat,India Palace,"LAS VEGAS, NV",5.0,0.9799,-115.151852,36.121237,Excellent,5,89109
chaat,NASHA Indian Cuisine,"CHANDLER, AZ",5.0,0.9682,-111.877439,33.3350307,Excellent,5,85224
chaat,New India Cuisine,"PHOENIX, AZ",5.0,0.9845,-112.065272,33.4760345,Excellent,5,85004
chaat,OM Restaurant,"LAS VEGAS, NV",5.0,0.9622,-115.118054364,36.0181306467,Excellent,5,89193
chana masala,India Masala Bar & Grill,"LAS VEGAS, NV",2.0,0.3722,-115.141869,36.115142,Poor,2,89119
chana masala,Al Hamra,"SCOTTSDALE, AZ",3.0,0.7409,-111.888462,33.700033,Good,3,85255
chana masala,Bay Leaf Cafe,"CHANDLER, AZ",3.0,0.875,-111.857016,33.2324569,Excellent,3,85248
chana masala,Britannia Spice,"EDINBURGH, EDH",3.0,0.9938,-3.179598777565599,55.97834145440199,Excellent,3,EH6 6NF
chana masala,Curry in the Box,"FITCHBURG, WI",3.0,0.9545,-89.418612,43.023349,Excellent,3,53711
chana masala,India Masala,"LAS VEGAS, NV",3.0,0.4404,-115.170021057129,36.1253966874048,Neutral,3,89117
chana masala,India Oven,"LAS VEGAS, NV",3.0,0.95775,-115.15464,36.1443942,Excellent,3,89104
chana masala,India Palace,"LAS VEGAS, NV",3.6666666666666665,0.9853999999999999,-115.151852,36.121237,Excellent,4,89109
chana masala,Indian Delhi Palace,"PHOENIX, AZ",3.75,0.523325,-111.9718284,33.4657562,Neutral,4,85008
chana masala,Curry Corner,"TEMPE, AZ",4.0,0.9603,-111.9199826,33.4153102,Excellent,4,85281
chana masala,Delhi Palace Cuisine of India,"TEMPE, AZ",4.0,0.9774499999999999,-111.924806,33.42135,Excellent,4,85281
chana masala,Gandhi India's Cuisine,"LAS VEGAS, NV",4.0,0.9524,-115.152727,36.11516,Excellent,4,89109
chana masala,Guru Palace,"MESA, AZ",4.0,0.9907333333333334,-111.787222,33.381412,Excellent,4,85204
chana masala,Indian Paradise,"SCOTTSDALE, AZ",4.0,0.9498,-111.904171575451,33.6222859533147,Excellent,4,85260
chana masala,Kabab Palace,"TEMPE, AZ",4.0,0.9921,-111.947591,33.349676,Excellent,4,85284
chana masala,Kohinoor Cuisine of India,"TEMPE, AZ",4.0,0.7745,-111.9224971,33.4167741,Good,4,85287
chana masala,Madras Ananda Bhavan,"PHOENIX, AZ",4.0,0.9536,-112.0121148,33.6391935,Excellent,4,85032
chana masala,Maharaja Restaurant,"MADISON, WI",4.0,0.9857,-89.4976609,43.056081,Excellent,4,53717
chana masala,Maharaja Restaurant E Pt Plaza,"MADISON, WI",4.0,0.9915,-89.3124158,43.1222472,Excellent,4,53704
chana masala,Delhi Indian Cuisine,"LAS VEGAS, NV",4.25,0.98565,-115.1377423,36.1152062,Excellent,5,89154
chana masala,Kabob n Kurry,"GILBERT, AZ",4.5,0.98695,-111.8219235,33.3362515,Excellent,5,85233
chana masala,Dhaba Indian Bistro,"MIDDLETON, WI",5.0,0.962,-89.526448,43.089673,Excellent,5,53717
chana masala,Flavors of India,"PHOENIX, AZ",5.0,0.9764999999999999,-112.0470936,33.5026383,Excellent,5,85016
chapati,Guru Palace,"MESA, AZ",2.0,0.2382,-111.787222,33.381412,Poor,2,85204
chapati,9 Cellars,"EDINBURGH, EDH",4.0,0.9879,-3.1917018,55.95603,Excellent,4,EH1 3EP
chapati,Maharaja Restaurant,"MADISON, WI",4.0,0.9972,-89.4976609,43.056081,Excellent,4,53717
chapati,Bindi,"EDINBURGH, MLN",5.0,0.9991,-3.1842085,55.9434369,Excellent,5,EH8 9ET
chapati,India Masala Bar & Grill,"LAS VEGAS, NV",5.0,0.9917,-115.141869,36.115142,Excellent,5,89119
chapati,Kismot,"EDINBURGH, EDH",5.0,0.9906,-3.1800855,55.9435056,Excellent,5,EH8 9QN
chapati,Swad,"MONONA, WI",5.0,0.9971,-89.3257521495567,43.0536515866568,Excellent,5,53708
chapati,The Khukuri,"EDINBURGH, EDH",5.0,0.991,-3.215889499999999,55.946597,Excellent,5,EH12 5DS
chicken 65,Chennai Chettinaad Palace,"PHOENIX, AZ",3.0,0.9906,-112.1203478,33.640419,Excellent,3,85053
chicken 65,India Masala Bar & Grill,"LAS VEGAS, NV",3.6666666666666665,0.7866666666666666,-115.141869,36.115142,Good,4,89119
chicken 65,Inchin Bamboo Garden,"PARADISE VALLEY, AZ",4.0,0.9889,-111.926234,33.575816,Excellent,4,85253
chicken 65,Kabab Palace,"TEMPE, AZ",4.0,0.9573,-111.947591,33.349676,Excellent,4,85284
chicken 65,Mount Everest India's Cuisine,"LAS VEGAS, NV",4.0,0.9707,-115.189818,36.143955,Excellent,4,89102
chicken 65,Passage To India,"TEMPE, AZ",4.25,0.87365,-111.9277331,33.3486761,Excellent,5,85284
chicken 65,Maharaja Restaurant,"MADISON, WI",4.333333333333333,0.48006666666666664,-89.49766089999999,43.056081,Neutral,5,53717
chicken 65,Minerva Indian Cuisine,"MADISON, WI",4.5,0.99,-89.5244802753937,43.0714329015986,Excellent,5,53717
chicken 65,Mayuri Palace,"PHOENIX, AZ",5.0,0.999,-112.1116606,33.6401217,Excellent,5,85023
chicken 65,Taj Palace,"HENDERSON, NV",5.0,0.9987,-115.118684,36.01658,Excellent,5,89193
chicken tikka,Chutney's Indian Cuisine,"TEMPE, AZ",3.0,0.85108,-111.90862274169902,33.3774032592773,Excellent,3,85283
chicken tikka,Gandhi India's Cuisine,"LAS VEGAS, NV",3.2222222222222223,0.7096777777777779,-115.15272699999998,36.11516,Good,4,89109
chicken tikka,Curry Corner,"TEMPE, AZ",3.3870967741935485,0.6189193548387096,-111.9199826,33.4153102,Good,4,85281
chicken tikka,Bay Leaf Cafe,"CHANDLER, AZ",3.4615384615384617,0.7335692307692308,-111.857016,33.2324569,Good,4,85248
chicken tikka,India Masala Bar & Grill,"LAS VEGAS, NV",3.588235294117647,0.7814823529411764,-115.141869,36.115142,Good,4,89119
chicken tikka,Bawarchi Indian Cuisine,"PHOENIX, AZ",3.625,0.8716375,-112.004267,33.640223,Excellent,4,85032
chicken tikka,Chennai Chettinaad Palace,"PHOENIX, AZ",3.6666666666666665,0.9043666666666667,-112.1203478,33.640419,Excellent,4,85053
chicken tikka,India Oven,"LAS VEGAS, NV",3.6666666666666665,0.66135,-115.15464000000001,36.1443942,Good,4,89104
chicken tikka,Flavors of India,"PHOENIX, AZ",3.8666666666666667,0.8995666666666667,-112.0470936,33.5026383,Excellent,4,85016
chicken tikka,Al Hamra,"SCOTTSDALE, AZ",4.0,0.940975,-111.888462,33.700033,Excellent,4,85255
chicken tikka,Curry Garden,"GILBERT, AZ",4.0,0.9392666666666667,-111.8223441,33.3492557,Excellent,4,85233
chicken tikka,Curry in the Box,"FITCHBURG, WI",4.0,0.92645,-89.418612,43.023349,Excellent,4,53711
chicken tikka,Delhi Palace Cuisine of India,"TEMPE, AZ",4.0,0.7742749999999999,-111.924806,33.42135,Good,4,85281
chicken tikka,Imans,"EDINBURGH, EDH",4.0,0.9979,-3.2040497,55.9420482,Excellent,4,EH3 9NB
chicken tikka,India Palace,"LAS VEGAS, NV",4.05,0.8696616666666667,-115.151852,36.121237,Excellent,5,89109
chicken tikka,India Masala,"LAS VEGAS, NV",4.111111111111111,0.8874666666666666,-115.170021057129,36.1253966874048,Excellent,5,89117
